259.168060,-0.682981,1.646846,162.117615,-0.412603,-1.707581,6.414516,17.998762,412.596100,11.327896,5.514853,-0.604524,2,0,47.110252,2.394439,1.647207,0.320070,0.679930,0.000000,0.000000,0.000000,0.000000,0.000000,1
238.222260,-0.812514,1.417775,135.692932,0.654431,-1.697555,8.284310,1.805704,460.822235,70.062019,3.562484,-1.608731,4,0,23.578529,-4.239713,0.158370,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
162.190628,-0.239541,-1.537033,92.828926,1.680243,0.732274,6.038620,3.230194,352.641693,147.989807,-1.024446,0.128548,3,1,23.794786,1.231078,-2.699457,0.621804,0.378196,295.325012,1.614942,3.043803,0.755391,0.244609,1
215.564880,-0.042835,-2.979385,182.292770,-2.236408,-0.044945,8.075234,9.440264,658.866638,111.420219,2.657598,0.070113,3,0,28.279556,-3.611280,1.088605,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
171.179520,-1.847770,-2.362275,48.214870,0.184499,0.325158,0.141599,7.438974,282.098877,107.130486,3.248319,0.040509,2,0,48.238586,2.463570,1.222174,0.469558,0.530442,0.000000,0.000000,0.000000,0.000000,0.000000,1
345.144775,0.197574,2.507267,120.442780,-0.164494,-0.500048,0.919821,12.855611,414.346771,80.140472,-0.485573,-0.533301,2,0,67.426270,-2.938598,-0.477996,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
40.314461,-0.496072,2.329608,25.654373,0.895257,-0.701790,5.713248,5.941622,81.295929,40.677952,2.592841,1.149577,2,0,56.232105,-3.181643,-0.068115,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
299.229370,0.249956,0.173533,207.242752,0.840043,3.117077,0.538503,0.856228,517.549255,126.073891,-2.838026,3.003412,2,0,96.413506,-2.756202,0.537804,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
250.835571,-0.714478,-2.168598,88.780891,-3.843359,2.170428,8.681107,12.168952,725.794800,149.206955,3.065127,0.507063,1,0,42.685856,2.770307,0.673164,0.058788,0.941212,0.000000,0.000000,0.000000,0.000000,0.000000,1
348.336884,1.032529,0.492712,86.541695,-1.707348,1.149167,8.516215,4.382822,648.969604,13.050846,5.521908,1.681142,3,0,30.354275,2.626476,2.445350,0.177030,0.822970,0.000000,0.000000,0.000000,0.000000,0.000000,1
356.287170,-1.296254,-1.339247,131.912247,-1.069312,1.834978,6.241737,2.752489,436.415710,270.626038,2.119448,1.883681,2,1,43.985409,-3.971385,-2.379707,0.000000,1.000000,356.287170,-1.296254,-1.339247,0.184028,0.815972,1
269.354095,1.190473,-2.637770,222.044342,0.992318,0.221960,12.241413,9.760879,487.192017,104.108978,-2.076797,0.209221,4,0,22.694971,-0.971426,-0.804222,0.296490,0.703510,0.000000,0.000000,0.000000,0.000000,0.000000,1
293.468658,-0.246504,1.370394,262.350464,1.208189,-1.369266,5.040338,8.208998,699.736511,34.964348,-4.595679,-1.669575,2,0,81.312996,3.201802,-2.315171,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
281.570892,0.681422,0.750299,233.281906,0.179325,-2.494281,8.431059,10.648168,528.540955,107.760620,3.336823,-2.600609,2,0,30.118681,2.981287,0.282076,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
197.924545,-1.602885,1.898207,96.957550,-0.242463,-1.452334,1.710137,2.088413,342.490723,111.570641,3.158516,-1.605958,3,0,26.304947,1.311811,1.191091,0.392443,0.607557,0.000000,0.000000,0.000000,0.000000,0.000000,1
246.129562,0.199349,-2.205687,125.407578,-1.926829,0.967770,1.676855,1.497625,569.334534,65.321434,2.917363,1.180883,2,0,37.284206,3.710911,-0.504670,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
273.312347,-0.548968,-3.061007,254.233047,-0.634926,0.156781,2.935822,13.826076,527.688416,147.196243,3.080945,0.044126,2,0,28.564184,2.377691,2.696795,0.176086,0.823915,0.000000,0.000000,0.000000,0.000000,0.000000,1
192.750351,1.877618,-0.656773,124.787010,-0.000802,2.340029,4.509615,1.143917,456.827484,80.417114,-3.528317,2.509665,2,0,26.293348,4.265433,0.231377,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
405.031860,-0.598801,2.911947,105.206520,-0.420342,-0.562694,1.188827,13.947537,410.040466,260.097351,2.040463,-0.410838,3,0,34.342663,-0.884562,0.716426,0.691615,0.308385,0.000000,0.000000,0.000000,0.000000,0.000000,1
43.034912,2.460695,1.704340,30.829023,3.278819,-0.885816,4.598927,4.738328,77.096649,35.753010,-2.485653,2.261379,3,0,26.869623,-3.730435,-2.176432,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
169.728210,-0.519305,0.704738,122.530518,-0.746396,-2.040586,7.275612,0.791646,284.849335,108.616814,3.656503,-0.333518,3,0,24.606590,-2.146551,-2.958643,0.357444,0.642556,0.000000,0.000000,0.000000,0.000000,0.000000,1
351.961395,-0.119461,2.695879,273.345673,0.007613,-0.670612,13.831361,1.314011,617.965393,34.494812,3.041128,0.142755,3,0,40.747086,-0.787550,-2.073505,0.396842,0.603158,0.000000,0.000000,0.000000,0.000000,0.000000,1
